thisRow.t,notes,trial.started,horizontal_bar.started,gray_screen.started,horizontal_bar.stopped,gray_screen.stopped,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.014550200023222715,0.028722700022626668,20.01093839999521,20.04440529999556,30.01231000002008,29.998443600023165,178002,001,2024-11-05_20h44.01.370,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 20h44.04.455701 -0500,
