thisRow.t,notes,checkerboard_mask.started,grating.started,checkerboard_mask.stopped,horizontal_movement1.started,horizontal_right.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.020772900083102286,0.03710640000645071,10.002540500019677,,,128037,001,2024-11-12_21h33.47.782,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-12 21h33.50.936369 -0500,
,,,,,10.002555700019002,,,,,,,,,
