thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.02103999996325001,0.038889799965545535,8.58565019996604,309005,001,2024-11-05_19h34.24.972,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 19h34.28.332424 -0500,
