thisRow.t,notes,trial.started,horizontal_bar.started,gray_screen.started,horizontal_bar.stopped,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.017781100003048778,0.029627100040670484,20.01359039999079,20.030425800010562,30.000180100032594,434263,001,2024-11-05_20h36.19.228,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 20h36.21.977729 -0500,
