thisRow.t,notes,trial.started,vert_bar.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.015850800031330436,0.029059600026812404,10.013585900014732,930557,001,2024-11-05_20h29.02.972,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 20h29.05.737289 -0500,
