thisRow.t,notes,Hor_Mov_Down.started,move_down.started,gray_screen_3.started,move_down.stopped,gray_screen_3.stopped,Hor_Mov_Down.stopped,Hor_Move_Up.started,move_up.started,move_up.stopped,gray_screen_5.started,gray_screen_5.stopped,Hor_Move_Up.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.014728500042110682,0.02841709996573627,13.410001900047064,13.443323200102895,23.41027619992383,23.395869200117886,,,,,,,575685,001,2024-11-14_20h04.06.988,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-14 20h04.13.523957 -0500,
,,,,,,,,23.39588480000384,23.41027619992383,36.81119340006262,36.81119340006262,46.811768900137395,46.79727869993076,575685,001,2024-11-14_20h04.06.988,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-14 20h04.13.523957 -0500,
