thisRow.t,notes,trial2.started,vertical_bar.started,vertical_bar.stopped,trial2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.006123300001490861,0.01523229997837916,13.414791300019715,13.400075800018385,704844,001,2024-11-05_21h12.43.828,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 21h12.46.706126 -0500,
