thisRow.t,notes,trial3.started,horlef.started,trial3.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.026924900012090802,0.05705520004266873,10.008093200041912,086991,001,2024-11-05_21h31.53.010,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 21h31.55.382402 -0500,
