thisRow.t,notes,checkerboard_mask.started,grating.started,checkerboard_mask.stopped,horizontal_movement1.started,horizontal_right.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.022218499914743006,0.0370191999245435,10.001663399976678,,,128037,001,2024-11-13_12h42.39.883,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-13 12h42.42.873745 -0500,
,,,,,10.001673799939454,,,,,,,,,
