thisRow.t,notes,grating.started,grating_2.started,grating.stopped,trial.started,vert_bar.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.016554599977098405,0.029785399965476245,5.013184399984311,,,,427431,001,2024-11-05_20h01.33.902,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 20h01.36.568884 -0500,
,,,,,5.013194700004533,5.028181999980006,10.014225399994757,427431,001,2024-11-05_20h01.33.902,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 20h01.36.568884 -0500,
