3.3548 	INFO 	Loaded monitor calibration from ['2024_06_27 19:13']
3.3561 	WARNING 	Requested an unavailable screen number - using first available.
3.4478 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001376993D220>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001376993D1C0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001376993CFD0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000013769CEC100>, multiSample=False, name='window1', numSamples=2, pos=[1520.0, 780.0], screen=1, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
3.4478 	EXP 	window1: backgroundImage = ''
3.4478 	EXP 	window1: backgroundFit = 'none'
3.4479 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001376993D340>
3.4480 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001376993D340>
3.4492 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001376993D340>
3.4495 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001376993D340>
3.4522 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4530 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4537 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4544 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4552 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
