thisRow.t,notes,grating.started,grating_2.started,grating.stopped,trial.started,vert_bar.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.02713850000873208,0.04110570001648739,5.006480599986389,,,,330696,001,2024-11-05_20h08.14.295,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 20h08.17.807550 -0500,
,,,,,5.0065048999967985,5.0212317000259645,10.007582999998704,330696,001,2024-11-05_20h08.14.295,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 20h08.17.807550 -0500,
