thisRow.t,notes,Hor_Mov_Down.started,move_down.started,gray_screen_3.started,move_down.stopped,gray_screen_3.stopped,Hor_Mov_Down.stopped,Hor_Move_Up.started,move_up.started,move_up.stopped,gray_screen_4.started,gray_screen_4.stopped,Hor_Move_Up.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.003192000003764406,0.02281980001134798,13.40922580001643,13.425560700008646,23.409441900003003,23.395062199997483,,,,,,,525915,001,2024-11-19_16h25.43.246,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-19 16h25.46.431426 -0500,
,,,,,,,,23.395075400010683,23.409441900003003,36.810376000008546,36.810376000008546,46.810862100013765,46.795826400018996,525915,001,2024-11-19_16h25.43.246,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-19 16h25.46.431426 -0500,
