thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.008224300050642341,0.024969900026917458,5.007429200049955,633680,001,2024-11-05_19h36.21.014,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 19h36.23.621186 -0500,
