thisRow.t,notes,trial2.started,vertical_bar.started,trial2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.026118900044821203,0.03748790000099689,5.00536990002729,662819,001,2024-11-05_21h07.46.251,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 21h07.48.916347 -0500,
