thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.005338100017979741,0.030403100012335926,5.013204500020947,308271,001,2024-11-05_19h36.00.119,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 19h36.02.945374 -0500,
