thisRow.t,notes,checkerboard_mask.started,grating.started,checkerboard_mask.stopped,horizontal_movement1.started,horizontal_right.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.02776799991261214,0.040609599906019866,10.01045969990082,,,128037,001,2024-11-13_12h47.41.790,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-13 12h47.44.974760 -0500,
,,,,,10.010475299903192,,,,,,,,,
