thisRow.t,notes,grating.started,grating_2.started,grating.stopped,trial.started,vert_bar.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.015942799975164235,0.03571590001229197,5.015787400014233,,,,041409,001,2024-11-05_20h00.01.944,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 20h00.04.678064 -0500,
,,,,,5.0157985999831,5.03024719998939,10.015257199993357,041409,001,2024-11-05_20h00.01.944,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 20h00.04.678064 -0500,
