thisRow.t,notes,trial.started,horizontal_right.started,gray_screen.started,horizontal_right.stopped,gray_screen.stopped,trial.stopped,trial3.started,horlef.started,horlef.stopped,trial3.stopped,trial2.started,vertical_down.started,vertical_down.stopped,gray_screen_2.started,gray_screen_2.stopped,vertical_up.started,vertical_up.stopped,trial2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.005644599965307862,0.021956899960059673,20.00346419995185,20.0368940999615,23.00354259996675,22.99094419996254,,,,,,,,,,,,,257882,001,2024-11-05_21h38.33.192,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 21h38.36.787752 -0500,
,,,,,,,,22.990955499990378,23.00354259996675,43.00481299997773,42.99022729997523,,,,,,,,,257882,001,2024-11-05_21h38.33.192,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 21h38.36.787752 -0500,
,,,,,,,,,,,,42.99023949995171,43.00481299997773,56.40566479996778,56.40566479996778,59.40570929995738,59.40570929995738,72.80657889996655,72.79157609998947,257882,001,2024-11-05_21h38.33.192,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 21h38.36.787752 -0500,
