thisRow.t,notes,trial2.started,vertical_down.started,gray_screen_2.started,vertical_down.stopped,gray_screen_2.stopped,vertical_up.started,vertical_up.stopped,trial2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.02759350003907457,0.040405800042208284,13.406561000039801,13.439929599990137,16.40673980000429,16.40673980000429,29.807060300023295,29.792515100038145,452637,001,2024-11-05_21h24.37.352,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 21h24.40.302134 -0500,
