thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.009839499951340258,0.028306899999734014,5.01128689997131,335392,001,2024-11-05_19h35.21.775,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 19h35.25.215924 -0500,
