thisRow.t,notes,Hor_Mov_Down.started,move_down.started,move_down.stopped,gray_screen_3.started,gray_screen_3.stopped,Hor_Mov_Down.stopped,Hor_Move_Up.started,move_up.started,move_up.stopped,gray_screen_4.started,gray_screen_4.stopped,Hor_Move_Up.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0018543000041972846,0.01457160001154989,13.414928400015924,13.414928400015924,23.41501860000426,23.398559000022942,,,,,,,715634,001,2024-11-19_17h10.40.233,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-19 17h10.43.452002 -0500,
,,,,,,,,23.398572100006277,23.41501860000426,36.81489870001678,36.81489870001678,46.81477830000222,46.79849899999681,715634,001,2024-11-19_17h10.40.233,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-19 17h10.43.452002 -0500,
