thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.021565200004260987,0.03315259999362752,5.000616299977992,869297,001,2024-11-05_19h38.07.971,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 19h38.14.564326 -0500,
