3.2668 	INFO 	Loaded monitor calibration from ['2024_06_27 19:13']
3.2682 	WARNING 	Requested an unavailable screen number - using first available.
3.3851 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F98FE0BCD0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F98FE0BC70>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F98FE0BAC0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001F9901B9BB0>, multiSample=False, name='window1', numSamples=2, pos=[1520.0, 780.0], screen=1, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
3.3851 	EXP 	window1: backgroundImage = ''
3.3851 	EXP 	window1: backgroundFit = 'none'
3.3852 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F98FE0BDF0>
3.3854 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F98FE0BDF0>
3.3865 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F98FE0BDF0>
3.3869 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F98FE0BDF0>
3.3896 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3903 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3910 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3918 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3926 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3931 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3938 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3945 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3950 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3955 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3961 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3968 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3974 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3981 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3987 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3994 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4001 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4006 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4011 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4019 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4024 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4026 	DEBUG 	Uploading Texture Font fontname to graphics card
3.4040 	DEBUG 	Upload of Texture Font fontname complete
3.4048 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F98FE0BDF0>
3.4049 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F98FE0BDF0>
3.4052 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F98FE0BDF0>
3.4055 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F98FE0BDF0>
3.4077 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4085 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4093 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4095 	DEBUG 	Uploading Texture Font fontname to graphics card
3.4099 	DEBUG 	Upload of Texture Font fontname complete
