thisRow.t,notes,trial.started,horizontal_right.started,gray_screen.started,horizontal_right.stopped,gray_screen.stopped,horizontal_left.started,horizontal_left.stopped,trial.stopped,trial2.started,vertical_down.started,vertical_down.stopped,gray_screen_2.started,gray_screen_2.stopped,vertical_up.started,vertical_up.stopped,trial2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.022085799952037632,0.03514829999767244,20.001339599955827,20.034862799977418,23.001516499964055,23.001516499964055,43.0035773999989,42.98812209995231,,,,,,,,,250039,001,2024-11-05_21h33.16.643,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 21h33.19.369190 -0500,
,,,,,,,,,,42.98815069999546,43.0035773999989,56.40378579997923,56.40378579997923,59.404641399974935,59.404641399974935,72.80427039996721,72.7913692999864,250039,001,2024-11-05_21h33.16.643,Bar_vis_stim_devSB_v0.1,2024.1.5,None,2024-11-05 21h33.19.369190 -0500,
