trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,stim_grayScreen.stopped,stim_grating.stopped,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.07285699993371964,0.07496270001865923,0.07496270001865923,3.124398299958557,space,3.022643500007689,None,,,,,,,sal,GS13,01,False,2024-08-07_16h51.56.042,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 16h52.13.051771 -0400,
0,0,0,0,3.6667757999384776,,,,,,,,,3.665012300014496,3.6667757999384776,6.665046599926427,8.665038299979642,8.665038299979642,8.64830030000303,sal,GS13,01,False,2024-08-07_16h51.56.042,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 16h52.13.051771 -0400,
1,0,1,0,8.665038299979642,,,,,,,,,8.648577100015245,8.665038299979642,11.665299899992533,13.664870999986306,13.664870999986306,13.6488441999536,sal,GS13,01,False,2024-08-07_16h51.56.042,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 16h52.13.051771 -0400,
2,0,2,0,13.664870999986306,,,,,,,,,13.649184199981391,13.664870999986306,16.665064199944027,18.66488069994375,18.66488069994375,18.64887389994692,sal,GS13,01,False,2024-08-07_16h51.56.042,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 16h52.13.051771 -0400,
3,0,3,0,18.66488069994375,,,,,,,,,18.649139299988747,18.66488069994375,21.66547220002394,23.664880399941467,23.664880399941467,23.648826399934478,sal,GS13,01,False,2024-08-07_16h51.56.042,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 16h52.13.051771 -0400,
4,0,4,0,23.664880399941467,,,,,,,,,23.64908729994204,23.664880399941467,26.66504150000401,28.664916099980474,28.664916099980474,28.64848079998046,sal,GS13,01,False,2024-08-07_16h51.56.042,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 16h52.13.051771 -0400,
5,0,5,0,28.664916099980474,,,,,,,,,28.648744700010866,28.664916099980474,31.665016699931584,33.66492010001093,33.66492010001093,33.64878449996468,sal,GS13,01,False,2024-08-07_16h51.56.042,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 16h52.13.051771 -0400,
6,0,6,0,33.66492010001093,,,,,,,,,33.649032399989665,33.66492010001093,36.665056199999526,38.66486309992615,38.66486309992615,38.64911340002436,sal,GS13,01,False,2024-08-07_16h51.56.042,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 16h52.13.051771 -0400,
7,0,7,0,38.66486309992615,,,,,,,,,38.64936379995197,38.66486309992615,41.664970699930564,43.66485019994434,43.66485019994434,43.648734999937005,sal,GS13,01,False,2024-08-07_16h51.56.042,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 16h52.13.051771 -0400,
8,0,8,0,43.66485019994434,,,,,,,,,43.64899120002519,43.66485019994434,46.664988399948925,48.66483419993892,48.66483419993892,48.6487251999788,sal,GS13,01,False,2024-08-07_16h51.56.042,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 16h52.13.051771 -0400,
9,0,9,0,48.66483419993892,,,,,,,,,48.64897799992468,48.66483419993892,51.66514279996045,53.66475430002902,53.66475430002902,53.64833779993933,sal,GS13,01,False,2024-08-07_16h51.56.042,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 16h52.13.051771 -0400,
10,0,10,0,53.66475430002902,,,,,,,,,53.64859360002447,53.66475430002902,56.66493849991821,58.66474879998714,58.66474879998714,58.6483453999972,sal,GS13,01,False,2024-08-07_16h51.56.042,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 16h52.13.051771 -0400,
11,0,11,0,58.66474879998714,,,,,,,,,58.64860559999943,58.66474879998714,61.66494559997227,63.66475579992402,63.66475579992402,63.64826039993204,sal,GS13,01,False,2024-08-07_16h51.56.042,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 16h52.13.051771 -0400,
12,0,12,0,63.66475579992402,,,,,,,,,63.64851229998749,63.66475579992402,66.66489309992176,68.66479309997521,68.66479309997521,68.64883890002966,sal,GS13,01,False,2024-08-07_16h51.56.042,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 16h52.13.051771 -0400,
