trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,stim_grayScreen.stopped,stim_grating.stopped,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.006781300064176321,0.022512800060212612,0.022512800060212612,5.25048849999439,space,5.199469100101851,None,,,,,,,sal,SB03,01,False,2024-08-07_13h32.58.818,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 13h33.11.160158 -0400,
0,0,0,0,5.81897340004798,,,,,,,,,5.8174355999799445,5.81897340004798,8.82232420006767,10.805760800023563,10.805760800023563,10.789272600086406,sal,SB03,01,False,2024-08-07_13h32.58.818,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 13h33.11.160158 -0400,
1,0,1,0,10.805760800023563,,,,,,,,,10.789527000044473,10.822450199979357,13.822506800061092,15.805842700065114,15.805842700065114,15.791713700047694,sal,SB03,01,False,2024-08-07_13h32.58.818,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 13h33.11.160158 -0400,
2,0,2,0,15.805842700065114,,,,,,,,,15.79197150003165,15.822509800083935,18.82277620001696,20.80766869999934,20.80766869999934,20.791689399979077,sal,SB03,01,False,2024-08-07_13h32.58.818,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 13h33.11.160158 -0400,
3,0,3,0,20.80766869999934,,,,,,,,,20.79195730003994,20.82247980008833,23.822659000055864,25.805954199982807,25.805954199982807,25.78943140001502,sal,SB03,01,False,2024-08-07_13h32.58.818,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 13h33.11.160158 -0400,
4,0,4,0,25.805954199982807,,,,,,,,,25.789689299999736,25.824736300040968,28.822880699997768,30.805841300054453,30.805841300054453,30.78942140005529,sal,SB03,01,False,2024-08-07_13h32.58.818,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 13h33.11.160158 -0400,
5,0,5,0,30.805841300054453,,,,,,,,,30.789716300088912,30.822500000009313,33.82276460004505,35.80576470005326,35.80576470005326,35.78975840006024,sal,SB03,01,False,2024-08-07_13h32.58.818,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 13h33.11.160158 -0400,
6,0,6,0,35.80576470005326,,,,,,,,,35.79000829998404,35.8224452000577,38.82300329999998,40.805914400028996,40.805914400028996,40.789292500005104,sal,SB03,01,False,2024-08-07_13h32.58.818,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 13h33.11.160158 -0400,
7,0,7,0,40.805914400028996,,,,,,,,,40.789535199990496,40.82249040005263,43.823260199977085,45.80578809999861,45.80578809999861,45.78926550003234,sal,SB03,01,False,2024-08-07_13h32.58.818,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 13h33.11.160158 -0400,
8,0,8,0,45.80578809999861,,,,,,,,,45.789514400064945,45.8223368000472,48.823513700044714,50.80566439998802,50.80566439998802,50.7895409000339,sal,SB03,01,False,2024-08-07_13h32.58.818,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-07 13h33.11.160158 -0400,
