trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,stim_grayScreen.stopped,stim_grating.stopped,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.00622570002451539,0.018694099970161915,0.018694099970161915,5.570862299995497,space,5.535708799958229,None,,,,,,,low,GS13,01,False,2024-08-06_17h17.26.304,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 17h17.36.660461 -0400,
0,0,0,0,5.6129397000186145,,,,,,,,,5.610114400042221,5.6129397000186145,8.618501399992965,10.602005599997938,10.602005599997938,10.586031900020316,low,GS13,01,False,2024-08-06_17h17.26.304,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 17h17.36.660461 -0400,
1,0,1,0,10.602005599997938,,,,,,,,,10.58630029996857,10.618698599981144,13.618912799982354,15.602177300024778,15.602177300024778,15.58569640002679,low,GS13,01,False,2024-08-06_17h17.26.304,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 17h17.36.660461 -0400,
2,0,2,0,15.602177300024778,,,,,,,,,15.585944500053301,15.618842300027609,18.619041300029494,20.602291899966076,20.602291899966076,20.58576990000438,low,GS13,01,False,2024-08-06_17h17.26.304,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 17h17.36.660461 -0400,
3,0,3,0,20.602291899966076,,,,,,,,,20.586042699986137,20.618857600027695,23.61894770001527,25.602109299972653,25.602109299972653,25.585707899997942,low,GS13,01,False,2024-08-06_17h17.26.304,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 17h17.36.660461 -0400,
4,0,4,0,25.602109299972653,,,,,,,,,25.58595850004349,25.618825800018385,28.618921700050123,30.602118300041184,30.602118300041184,30.585754200001247,low,GS13,01,False,2024-08-06_17h17.26.304,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 17h17.36.660461 -0400,
5,0,5,0,30.602118300041184,,,,,,,,,30.5860066000605,30.61877179995645,33.61893720005173,35.60207589995116,35.60207589995116,35.58560260001104,low,GS13,01,False,2024-08-06_17h17.26.304,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 17h17.36.660461 -0400,
6,0,6,0,35.60207589995116,,,,,,,,,35.58584139996674,35.61870979995001,38.61892130004708,40.60204250004608,40.60204250004608,40.58627049997449,low,GS13,01,False,2024-08-06_17h17.26.304,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 17h17.36.660461 -0400,
7,0,7,0,40.60204250004608,,,,,,,,,40.58652420004364,40.6187413999578,43.618906900053844,45.60205600003246,45.60205600003246,45.585872299969196,low,GS13,01,False,2024-08-06_17h17.26.304,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 17h17.36.660461 -0400,
8,0,8,0,45.60205600003246,,,,,,,,,45.58615470002405,45.61870750004891,48.618805399979465,50.602681100019254,50.602681100019254,50.586161399958655,low,GS13,01,False,2024-08-06_17h17.26.304,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 17h17.36.660461 -0400,
9,0,9,0,50.602681100019254,,,,,,,,,50.586407999973744,50.61866210005246,53.61891159997322,55.60220369999297,55.60220369999297,55.5855969999684,low,GS13,01,False,2024-08-06_17h17.26.304,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 17h17.36.660461 -0400,
10,0,10,0,55.60220369999297,,,,,,,,,55.585848700022325,55.61869879998267,58.61883319995832,60.60293469997123,60.60293469997123,60.5867336000083,low,GS13,01,False,2024-08-06_17h17.26.304,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 17h17.36.660461 -0400,
11,0,11,0,60.60293469997123,,,,,,,,,60.586977700004354,60.619828999973834,63.62080290005542,65.60349100001622,65.60349100001622,65.58714790001977,low,GS13,01,False,2024-08-06_17h17.26.304,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 17h17.36.660461 -0400,
12,0,12,0,65.60349100001622,,,,,,,,,65.58739030000288,65.62000740005169,68.61877609998919,70.60396179999225,70.60396179999225,70.58578229998238,low,GS13,01,False,2024-08-06_17h17.26.304,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 17h17.36.660461 -0400,
13,0,13,0,70.60396179999225,,,,,,,,,70.58602659997996,70.61857060005423,73.61868920002598,75.60393119999208,75.60393119999208,75.58549720002338,low,GS13,01,False,2024-08-06_17h17.26.304,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 17h17.36.660461 -0400,
14,0,14,0,75.60393119999208,,,,,,,,,75.58577560004778,75.61858929996379,78.61856480001006,80.60403190006036,80.60403190006036,80.58539300004486,low,GS13,01,False,2024-08-06_17h17.26.304,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 17h17.36.660461 -0400,
15,0,15,0,80.60403190006036,,,,,,,,,80.58564639999531,80.6185360000236,83.61883940000553,85.60178180004004,85.60178180004004,85.58576110005379,low,GS13,01,False,2024-08-06_17h17.26.304,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-06 17h17.36.660461 -0400,
