trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,stim_grayScreen.stopped,stim_grating.stopped,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.0732988000381738,0.07631699997000396,0.07631699997000396,12.186853799968958,space,12.061692300019786,None,,,,,,,baseline,SB05,01,False,2024-08-04_16h58.09.119,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-04 16h59.00.948480 -0400,
0,0,0,0,12.783071900019422,,,,,,,,,12.781453700037673,12.783071900019422,15.779969400027767,17.780174299958162,17.780174299958162,17.763796099927276,baseline,SB05,01,False,2024-08-04_16h58.09.119,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-04 16h59.00.948480 -0400,
1,0,1,0,17.780174299958162,,,,,,,,,17.76405260001775,17.780174299958162,20.780425400007516,22.780266899964772,22.780266899964772,22.764202299993485,baseline,SB05,01,False,2024-08-04_16h58.09.119,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-04 16h59.00.948480 -0400,
2,0,2,0,22.780266899964772,,,,,,,,,22.764448100002483,22.780266899964772,25.780554399942048,27.78047580004204,27.78047580004204,27.763868700014427,baseline,SB05,01,False,2024-08-04_16h58.09.119,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-04 16h59.00.948480 -0400,
3,0,3,0,27.78047580004204,,,,,,,,,27.764119599945843,27.78047580004204,30.780454299994744,32.780240099993534,32.780240099993534,32.76423650002107,baseline,SB05,01,False,2024-08-04_16h58.09.119,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-04 16h59.00.948480 -0400,
4,0,4,0,32.780240099993534,,,,,,,,,32.76449339999817,32.780240099993534,35.78085199999623,37.780237299972214,37.780237299972214,37.76380580000114,baseline,SB05,01,False,2024-08-04_16h58.09.119,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-04 16h59.00.948480 -0400,
5,0,5,0,37.780237299972214,,,,,,,,,37.76405120000709,37.780237299972214,40.781099100015126,42.780204899958335,42.780204899958335,42.764235500013456,baseline,SB05,01,False,2024-08-04_16h58.09.119,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-04 16h59.00.948480 -0400,
6,0,6,0,42.780204899958335,,,,,,,,,42.764477199991234,42.780204899958335,45.78042379999533,47.78017849999014,47.78017849999014,47.76410090003628,baseline,SB05,01,False,2024-08-04_16h58.09.119,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-04 16h59.00.948480 -0400,
7,0,7,0,47.78017849999014,,,,,,,,,47.764412299962714,47.78017849999014,50.78059460001532,52.780679199961014,52.780679199961014,52.764143500011414,baseline,SB05,01,False,2024-08-04_16h58.09.119,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-04 16h59.00.948480 -0400,
8,0,8,0,52.780679199961014,,,,,,,,,52.76440660003573,52.780679199961014,55.780532100005075,57.780660899938084,57.780660899938084,57.764099700027145,baseline,SB05,01,False,2024-08-04_16h58.09.119,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-04 16h59.00.948480 -0400,
9,0,9,0,57.780660899938084,,,,,,,,,57.764348699944094,57.780660899938084,60.78034169995226,62.78012939996552,62.78012939996552,62.76400560000911,baseline,SB05,01,False,2024-08-04_16h58.09.119,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-04 16h59.00.948480 -0400,
10,0,10,0,62.78012939996552,,,,,,,,,62.7642451999709,62.78012939996552,65.78028169996105,67.78007269999944,67.78007269999944,67.76398289995268,baseline,SB05,01,False,2024-08-04_16h58.09.119,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-04 16h59.00.948480 -0400,
11,0,11,0,67.78007269999944,,,,,,,,,67.76423560001422,67.78007269999944,70.78031840000767,72.78032609994989,72.78032609994989,72.76372609997634,baseline,SB05,01,False,2024-08-04_16h58.09.119,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-04 16h59.00.948480 -0400,
12,0,12,0,72.78032609994989,,,,,,,,,72.76397600001656,72.78032609994989,75.78023949998897,77.7800062999595,77.7800062999595,77.76368319999892,baseline,SB05,01,False,2024-08-04_16h58.09.119,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-04 16h59.00.948480 -0400,
13,0,13,0,77.7800062999595,,,,,,,,,77.76393439993262,77.7800062999595,80.78017749998253,82.78002710000146,82.78002710000146,82.76418199995533,baseline,SB05,01,False,2024-08-04_16h58.09.119,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-04 16h59.00.948480 -0400,
,,,,82.78002710000146,,,,,,,,,82.76446289999876,82.78002710000146,,,,,,,,,,,,,,
