trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.003489400027319789,0.014434700016863644,0.014434700016863644,10.816747100034263,space,10.784917599987239,None,,,,,FOV2,GS11,01,False,2024-08-02_18h08.21.490,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 18h08.32.355856 -0400,
0,0,0,0,10.930634200049099,,,,,,,,,10.85599930002354,10.930634200049099,13.864481500000693,15.864440400036983,FOV2,GS11,01,False,2024-08-02_18h08.21.490,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 18h08.32.355856 -0400,
1,0,1,0,15.881056500016712,,,,,,,,,15.86466790002305,15.881056500016712,18.86457000003429,20.864594600046985,FOV2,GS11,01,False,2024-08-02_18h08.21.490,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 18h08.32.355856 -0400,
2,0,2,0,20.881215000001248,,,,,,,,,20.864782600023318,20.881215000001248,23.86475710000377,25.864630400028545,FOV2,GS11,01,False,2024-08-02_18h08.21.490,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 18h08.32.355856 -0400,
3,0,3,0,25.88127400004305,,,,,,,,,25.864844000025187,25.88127400004305,28.864715400035493,30.86455510003725,FOV2,GS11,01,False,2024-08-02_18h08.21.490,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 18h08.32.355856 -0400,
4,0,4,0,30.88117410003906,,,,,,,,,30.864758900017478,30.88117410003906,33.864882400026545,35.864506000012625,FOV2,GS11,01,False,2024-08-02_18h08.21.490,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 18h08.32.355856 -0400,
5,0,5,0,35.88117990002502,,,,,,,,,35.864705300016794,35.88117990002502,38.86467790004099,40.86446640000213,FOV2,GS11,01,False,2024-08-02_18h08.21.490,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 18h08.32.355856 -0400,
6,0,6,0,40.88111340004252,,,,,,,,,40.864660000021104,40.88111340004252,43.86461510002846,45.86455990001559,FOV2,GS11,01,False,2024-08-02_18h08.21.490,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 18h08.32.355856 -0400,
7,0,7,0,45.881086400011554,,,,,,,,,45.86478610004997,45.881086400011554,48.864606700022705,50.86444920004578,FOV2,GS11,01,False,2024-08-02_18h08.21.490,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 18h08.32.355856 -0400,
8,0,8,0,50.88105640001595,,,,,,,,,50.86464580002939,50.88105640001595,53.86501250002766,55.864487800048664,FOV2,GS11,01,False,2024-08-02_18h08.21.490,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-02 18h08.32.355856 -0400,
