trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,nidaqTrigger.started,text_waiting_message.started,key_resp.started,nidaqTrigger.stopped,key_resp.keys,key_resp.rt,key_resp.duration,display_gratings.started,stim_grayScreen.started,stim_grating.started,stim_grayScreen.stopped,stim_grating.stopped,display_gratings.stopped,Protocol ID,Subject ID,Session ID,Wait for Trigger,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.09403170004952699,0.09649919997900724,0.09649919997900724,44.31812810001429,space,44.20903780008666,None,,,,,,,baseline,GS10,01,False,2024-08-05_15h26.56.267,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 15h27.09.310039 -0400,
0,0,0,0,44.35767830000259,,,,,,,,,44.35574489994906,44.35767830000259,47.36444759997539,49.34780750004575,49.34780750004575,49.331361899967305,baseline,GS10,01,False,2024-08-05_15h26.56.267,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 15h27.09.310039 -0400,
1,0,1,0,49.34780750004575,,,,,,,,,49.331613300018944,49.36441449995618,52.364727000007406,54.349073000019416,54.349073000019416,54.33219260000624,baseline,GS10,01,False,2024-08-05_15h26.56.267,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 15h27.09.310039 -0400,
2,0,2,0,54.349073000019416,,,,,,,,,54.33243609999772,54.36472309997771,57.36496589996386,59.34900469996501,59.34900469996501,59.33162019995507,baseline,GS10,01,False,2024-08-05_15h26.56.267,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 15h27.09.310039 -0400,
3,0,3,0,59.34900469996501,,,,,,,,,59.33186359994579,59.36467180005275,62.364876199979335,64.34919420001097,64.34919420001097,64.33315560000483,baseline,GS10,01,False,2024-08-05_15h26.56.267,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 15h27.09.310039 -0400,
4,0,4,0,64.34919420001097,,,,,,,,,64.33340899995528,64.36675050004851,67.36483670002781,69.3479780999478,69.3479780999478,69.33348649996333,baseline,GS10,01,False,2024-08-05_15h26.56.267,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 15h27.09.310039 -0400,
5,0,5,0,69.3479780999478,,,,,,,,,69.33373890002258,69.36613209999632,72.3648970000213,74.34792770002969,74.34792770002969,74.33147750003263,baseline,GS10,01,False,2024-08-05_15h26.56.267,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 15h27.09.310039 -0400,
6,0,6,0,74.34792770002969,,,,,,,,,74.33173920004629,74.36588489997666,77.36491829995066,79.35009710001759,79.35009710001759,79.33144780003931,baseline,GS10,01,False,2024-08-05_15h26.56.267,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 15h27.09.310039 -0400,
7,0,7,0,79.35009710001759,,,,,,,,,79.3317266999511,79.36675639997702,82.36510850000195,84.34789990005083,84.34789990005083,84.33179289998952,baseline,GS10,01,False,2024-08-05_15h26.56.267,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 15h27.09.310039 -0400,
8,0,8,0,84.34789990005083,,,,,,,,,84.3320424000267,84.36460920004174,87.36495119996835,89.34785769996233,89.34785769996233,89.33169729996007,baseline,GS10,01,False,2024-08-05_15h26.56.267,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 15h27.09.310039 -0400,
9,0,9,0,89.34785769996233,,,,,,,,,89.33193720004056,89.36468470003456,92.36522909998894,94.34783620003145,94.34783620003145,94.33142279996537,baseline,GS10,01,False,2024-08-05_15h26.56.267,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 15h27.09.310039 -0400,
10,0,10,0,94.34783620003145,,,,,,,,,94.33167540002614,94.36463239998557,97.36553079995792,99.3477374999784,99.3477374999784,99.33196810004301,baseline,GS10,01,False,2024-08-05_15h26.56.267,Gratings_vis_devJG_v0.6,2024.1.5,None,2024-08-05 15h27.09.310039 -0400,
